num_pages,source_fn,txt_fn,collection,num_chars,num_tokens,num_sentences,token_len,sentence_len,tokens_per_page,ISIN,country,pdf_only,language,is_empty
49,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000LB06CG0.pdf,Final_terms/DE000LB06CG0.pdf.txt,Final_terms,125479.0,20309.0,526.0,6.178492294056822,38.61026615969582,414.46938775510205,DE000LB06CG0,DE,False,DE,
15,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000NWB2NS5.pdf,Final_terms/DE000NWB2NS5.pdf.txt,Final_terms,28949.0,5269.0,211.0,5.494211425317897,24.971563981042653,351.26666666666665,DE000NWB2NS5,DE,False,"EN,DE",
20,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000HLB2YQ7.pdf,Final_terms/DE000HLB2YQ7.pdf.txt,Final_terms,58096.0,8609.0,348.0,6.748286676733651,24.738505747126435,430.45,DE000HLB2YQ7,DE,False,DE,
14,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000LB2BX57.pdf,Final_terms/DE000LB2BX57.pdf.txt,Final_terms,46104.0,7468.0,287.0,6.173540439207285,26.020905923344948,533.4285714285714,DE000LB2BX57,DE,False,DE,
22,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000HLB21B9.pdf,Final_terms/DE000HLB21B9.pdf.txt,Final_terms,61012.0,9225.0,353.0,6.613766937669377,26.13314447592068,419.3181818181818,DE000HLB21B9,DE,False,DE,
27,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000DK03B09.pdf,Final_terms/DE000DK03B09.pdf.txt,Final_terms,79689.0,13004.0,575.0,6.128037526914795,22.615652173913045,481.6296296296296,DE000DK03B09,DE,False,DE,
20,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000HSH3370.pdf,Final_terms/DE000HSH3370.pdf.txt,Final_terms,43763.0,7259.0,209.0,6.028791844606695,34.73205741626794,362.95,DE000HSH3370,DE,False,DE,
6,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000A2GSSB3.pdf,Final_terms/DE000A2GSSB3.pdf.txt,Final_terms,14680.0,2345.0,74.0,6.2601279317697225,31.68918918918919,390.8333333333333,DE000A2GSSB3,DE,False,DE,
1,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000BLB94H6.pdf,Final_terms/DE000BLB94H6.pdf.txt,Final_terms,1655.0,257.0,55.0,6.439688715953308,4.672727272727273,257.0,DE000BLB94H6,DE,False,"EN,DE",
1,Final_terms/Country_of_origin_DE/lang_DE_EN/DE000BLB99W4.pdf,Final_terms/DE000BLB99W4.pdf.txt,Final_terms,1730.0,259.0,54.0,6.67953667953668,4.796296296296297,259.0,DE000BLB99W4,DE,False,"EN,DE",
